unani_herb__formulations,botanic_name,parts_used,temperament,ingredients,diseases,symptoms_relieved,dosage,treatment,unnamed:_9,unani_herb__formulations_ur,botanic_name_ur,parts_used_ur,temperament_ur,ingredients_ur,diseases_ur,symptoms_relieved_ur,dosage_ur,treatment_ur
ASAROON,not specified,rhizome,hot dry,['data not available'],['sara epilepsy falij paralysis ehtebas e baul anuria ehtebas e tams amenorrhoea'],['s moharrik e asab nerve stimulant mudirr e baul diuretic mudirr e haiz emmenagogue'],3 g,jawarish jalinoos majoon suranjan dawaul kurkum 16,,آسرو,مخصوص نہیں,ریزوم,گرم خشک,['دستیاب نہیں'],['سارہ ایپلیپسی فالیج مفلوج ایہہ بیول انوریا ایہہ بیس ایہہ ٹامز امینوریا'],['موہرریک ای ایس اے بی اعصابی محرک موڈرر ای بیول ڈائریٹک موڈرر ای ہائز ایمیناگ'],3 جی,جاواریش جلیلینو میجون سورانجان داؤل کرکم 16
BAHARANGI,not specified,root,hot dry,['data not available'],['zofe asab neurasthenia rasha tremor laqwa facial paralysis falij paralysis khanazeer scrofule zeeq un nafas asthma waram inflammation'],['moharrik stimulant mohallil e waram anti inflammatory dafe tashannuj antispasmodic'],decoction of 12 to 24 g of the durg,majoon jograj gugal 18 barg e,,بہارنگی,مخصوص نہیں,جڑ,گرم خشک,['دستیاب نہیں'],['زوفی اساب نیوراسٹینیا راشا لرزنا laqwa چہرے کی مفلوج falij مفلوج khanazeer scrofule zeeq un breath آسم گرم سوزش'],['موہررک محرک موہلیل ای گرم اینٹی سوزش دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار دار'],12 سے 24 گرام ڈرگ کا ڈکوریشن,مَجُون جوگراج گوگل 18 بارگ ای
SUDAB,not specified,leaf,hot dry,['data not available'],['bahaq pityrisis bars vitiligo nafkh e shikam flatulence in the stomach ehtebas e tams amenorrhoea ikhtenaq ur rahem hysteria um us sibyan infantile epilepsy waj ul meda stomachache'],['mukharrish prurict mohallil anti inflammatory kasir e riyah carminative mujaffif desiccant mudirr e haiz emmenagogue moharrik e asab nerve stimulant'],5 10 g,jawarish kamooni zimad e kibreet zimad e tehal 20,,سوڈاب,مخصوص نہیں,پتی,گرم خشک,['دستیاب نہیں'],['bahaq pityrisis bars vitiligo nafkh e shikam پیٹ میں فلوٹینس ehtebas e tams amenorrhoea ikhtenaq ur rahem ہسٹریا um us sibyan infantile epilepsy waj ul meda پیٹ درد'],['موکھارش پُرِکٹ موہالِلِل اینٹی انفلوماٹوری کَسِرِ ای ریا کارمیناتیو موجافف ڈیسکینٹ موڈیرِ ای ہِز ایمِنَگُو موکھارِکِ ای اساب اعصابی محرک'],5 10 جی,جاواریش کامونی زیماد ای کیبریٹ زیماد ای تیہل 20
BER,not specified,fruit pulp,cold dry,['data not available'],['deedan e ama worm infestation amraz e safrawi bilious diseases amraz e jigar liver diseases'],['qat e safra antibilious musakkin e atash allays thirst mufatteh sudad e jigar deob struent of liver qatil e deedan vermicidal'],20 25 g,sufoof e suzak qawi 22,,بی آر,مخصوص نہیں,پھلوں کا پھاڑا,سرد خشک,['دستیاب نہیں'],['مرنے والے اور ماں کیڑے کی بیماری امرازی اور سفرازی جگر کی بیماریاں امرازی اور جگر جگر کی بیماریاں'],['qat e safra antibilious musakkin e atash allays thirst mufatteh sudad e jigar deob strent of liver qatil e deedan vermicidal'],20 25 گرام,سوف اور سوزاک قاوی 22
BISBASA,not specified,aril,hot dry,['data not available'],['su e hazm dyspepsia zof e bah sexual debility'],['muqawwi e meda stomachic hazim digestive kasir e reiyah carminative muqawwi e qalb cardiac tonic'],2 5 g,anoshdaru halwa e baiza e murgh itrifal e kabir jawarish e bisbasa jawarish e kundur jawarish e narmushk jawarish e utraj jawarish zarooni sada luboob kabir majoon e aarad khurma majoon e baladur majoon e bandkushad majoon e muluki majoon e nankhwah majoon e salab mufarreh sosambari raughan e babuna qawi araq e chobchini 24,,بیسباسا,مخصوص نہیں,آریل,گرم خشک,['دستیاب نہیں'],['زفاف اور جنسی کمزوری'],['معدے میں ہازم ہضم کاسر اور ریہہ کارمیناتیو معدے میں دل کا ٹونک'],2 5 جی,انوشدارو ہالوا ای بیزا ای مورگ افتخار ای کبیر جاواریش ای بی بساسا جاواریش ای کندور جاواریش ای نارمشک جاواریش ای اوتراج جاواریش زاروونی سادا لوبوب کبیر میجون ای آرد خورما میجون ای بالدور میجون ای باندکوشاد میجون ای مولکی میجون ای نانکھوا میجون ای سالب مفرح سسامبری راگان ای بابن قاوی عراق ای چوبچین 24
DEODAR,not specified,heart wood,hot dry,['data not available'],['waj ul meda stomachache is hal diarrhoea tap e nobati intermittent fever humma e safrawi bilious fever'],['qabiz constipative kasir e riyah carminative mohallil e waram anti inflammatory musakkin e alam analgesic mudirr e baul diuretic moarriq diaphoretic'],burada e deodar 3 g,marham e jadwar 26,,ڈیوڈار,مخصوص نہیں,دل کا لکڑی,گرم خشک,['دستیاب نہیں'],['waj ul meda پیٹ درد ہال اسہال نوباتی وقفے وقفے وقفے بخار humma e safrawi bilius بخار'],['قازب قبضہ کاسر ای ریا کارمیناتی موہالیل ای گرم اینٹی سوزش موسکین ای alam analgesic mudirr e baul diuretic moarriq diaphoretic'],یہاں 3 گرام,مارہم ای جدوار 26
GHARIQOON,not specified,fruiting body,hot dry,['data not available'],['sil phthisis and nafs ud dam haemoptysis'],['habis astringent mushil cathartic and munafise balgham expectorant'],3 20 minis,itrifal ghudadi majoon e antaki majoon e talkh and sabadaritoos 28 gul e,,گاراکون,مخصوص نہیں,پھلدار جسم,گرم خشک,['دستیاب نہیں'],['سیل فتیز اور نفسی ہیموپٹیس'],['ہائی astringent مشعل cathartic اور munafise balgham expectorant'],3 20 منٹ,اِتریفال گُدادی مجُون اور انطاکی مجُون اور تالخ اور سباداریرو 28 گل
GAOZABAN,not specified,flowers,hot wet,['data not available'],['sual e yabis dry cough zeequn nafas asthma warm e lissa gingivitis qula stomatitis and khafqan palpitation'],['mufattit e hasat lethotriptic daf e humma antipyretic muqawwi tonic mudirr e baul diuretic and qabiz astringent'],5 7 g,khamira gaozuban khamira abresham dawaul misk 30,,گازبان,مخصوص نہیں,پھول,گرم مٹی,['دستیاب نہیں'],['سوال و جواب خشک کھانسی زینفاس آسم گرم و ای میل جینجیوٹیس stomatitis اور khafqan دل کی دھڑکن'],['موفیٹائٹ ای ہاٹ لیٹروٹراپیٹک ڈیف ای ہما اینٹی پائیریٹک موکاؤوی ٹونک موڈیر ای باول ڈائریٹک اور کابیز astringent'],57 گرام,خامیرا غزوبان خامیرا ابراہم داؤل مصطفیٰ 30
JADWAR,not specified,root,hot dry,['data not available'],['nazla muzmin chronic catarrh iltehab tajaweef e anaf sinusitis sara epilepsy istirkha paralysis haiza chlorea yarqan jaundice zof e meda weakness of the stomach qulanj colic'],['muqawwi e asab nerve tonic muqawwi e qalb cardio tonic tiryaqe sumoom antidote to poison mufarreh exhilarent musakkin sedative dafe humma antipyretic mufatteh deobstruent mohallil anti inflammatory'],0 5 1 g,habbe jadwar khamira gaozaban ambari jawahirwala ood e saleeb wala jawhar mohra marham e jadwar 32,,جدوار,مخصوص نہیں,جڑ,گرم خشک,['دستیاب نہیں'],['نازلا موزمین دائمی کیٹارھ الٹیہب تاجہ وےف ای این ایف سینوسائٹس سارہ ایپلیپسی اسٹرکا پارالیج ہائزا کلوریا یارقان زرداری زوف ای میڈا معدے کی کمزوری قولانج کولک'],['معاوضہ اور اساب اعصابی ٹونک معاوضہ اور قلب کارڈیو ٹونک ٹیراک سُمووم زہر کے خلاف دوا معاوضہ معاوضہ مشرفہ دلکش موسکین سکون دینے والا معاوضہ ہما اینٹی پیریٹک معاوضہ معاوضہ موہلول اینٹی سوزش'],0 5 1 گرام,ہبِ جَدُور خَمِیرہ گَعُزَبان امبارِ جَواحِرَالَہُ وَدِی سَلَبِ وَلَا جَوَحَرَ مُہرَمَ جَدُورَہُ 32
JAO,not specified,fruit,cold dry,['data not available'],['sil pthisis diq tuberculosis zat ul janb pleurisy sual cough suda headache'],['qabiz constipative mujaffif siccative jali detergent daf e tap antipyretic mudirre baul diuretic muwallid e dam haemotogenic'],25 50 g,aash e jao maus shaeer zimad e waram e unsayain haad 34,,جی اے او,مخصوص نہیں,پھل,سرد خشک,['دستیاب نہیں'],['سل پتھیسس ڈِک ٹیبروسولوز زَتُ الْجَنَبِ فَلَوْرِیْسِ سُوْلَ سُوْلَ سُوْلَسِلَ'],['قازب قبضہ موجافت سیکٹیو جالی ڈٹرجنٹ ڈیف ای ٹاپ اینٹیپائرٹک موڈیرری باؤل ڈائریٹک مولڈ ای ڈیم ہیموٹوجینک'],25 50 جی,ایش ای جاو ماؤس شیئر زیماد ای وارم ای انساین ہیڈ 34
JAWANSA,not specified,whole plant,hot dry,['data not available'],['bawaseer amya blind piles bawaseer damvi bleeding piles muzarrat e seemab toxicity of mercury waj ul mafasil joint pain'],['mudirr e baul diuretic musaffi e dam blood purifier musakkin sedative tiryaq antidote'],3 5 g,arq e juzam arq e musaffi e khoon qawi 37,,جوانسا,مخصوص نہیں,پورے پلانٹ,گرم خشک,['دستیاب نہیں'],['بواسر امیہ اندھے ڈھیر بواسر داموی خون بہنے والے ڈھیر موزارات ای مرکیور کی زہریلی زہریلی درد'],['موڈیرر ای باول ڈائریٹک موصفی ای ڈیم خون صاف کرنے والا موسکین سڈیاتیو ٹیریاک اینٹیڈوٹ'],3 5 جی,قَوْمِ الْجُزَمِ قَوْمِ الْمُسْتَقْبِلِینَ قَوْمِ الْمُؤْمِنِینَ
KATEERA,not specified,gum,wet,['data not available'],['sual e muzmin cough bohat us sauthaad horse throat ishal diarrhoea zaheer dysentery and zeequn nafas asthma'],['mulattif demulcent habis astringent musakkin sedative and atishak syphilis'],1 3 g,laooq e shamoon laooq e sapistan laooq e behidana laooq e hulba laooq e badam itrifal zamani and majoon e azaraqi sharbat e ejaz 39,,کٹیرا,مخصوص نہیں,چکنائی,گیلے,['دستیاب نہیں'],['سوال و جواب میں موزمین کھانسی بھٹ us sauthaad گلے اسال اسال اسال زہر ڈیسنٹری اور zeequn نفاس آسم'],['مُلاٹِف ڈیمولسنٹ ہبیس astringent موسکین سڈیاتیو اور اتیشک سیفلس'],13 گرام,لاؤق و شمعون لاؤق و ساپستان لاؤق و بیہیدان لاؤق و ہلبا لاؤق و بادام اطرفال زمان و مجون و آذرک شربت و ایاز 39
KATH,not specified,stem bark,cold dry,['data not available'],['is hal diarrhoea lissa e damiya bleeding gums qula stomatitis aatishak syphilis amraz e dam diseases of blood'],['qabiz constipative musaffi e dam blood purifier mujaffif desiccant and habis styptic'],3 5 g powder 40 g drug for decoction,zaroor e qula habb e lemu 41,,کٹ,مخصوص نہیں,جھاڑی کی جھولی,سرد خشک,['دستیاب نہیں'],['کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟ کیا ہال اسہال ہے؟'],['قزاقی قبض موصفی ای ڈیم خون صاف کرنے والا موصفی خشک کرنے والا اور ابی سٹپٹک'],3 5 جی پاؤڈر 40 جی ڈیکشن کے لئے دوا,زرو اور کولا ہاب اور لیمو 41
KHAJUR,not specified,fruit,hot dry,['data not available'],['faqr ud dam anaemia zof e bah sexual debility zof e asab neurasthenia yarqan jaundice'],['muqawwi e aam gerneral tonic muwallid e dam haematogenic'],10 15 g,majoon e aarad khurma 43,,خاجور,مخصوص نہیں,پھل,گرم خشک,['دستیاب نہیں'],['فاکر اوڈ ڈیم انیمیا زف ای بی اے جنسی کمزوری زف ای بی اے بی نیوراسٹینیا یارقان زردابی'],['موکاوئی اور عام ٹونک مووالڈ اور ہیموٹاجنک'],10 15 گرام,مَجُونِ عَارَدِ خُرمہ 43
KHARNOOB,not specified,fruit,cold dry,['data not available'],['sual muzmin chronic bronchitis waj ul sadr chest pain'],['qabiz constipative habis retentive musakkin sedative mudirr e baul diuretic'],5 10 g,sufoof e habb ur rumman sharbat e anjbar 45 maghz e,,کارنوب,مخصوص نہیں,پھل,سرد خشک,['دستیاب نہیں'],['سوال موزمین دائمی برونچائٹس وے اول سدر سینے کا درد'],['قازب قبضہ بی بی بی ریٹینٹ موسکین سکون موڈیرر ای باول ڈائریٹک'],5 10 جی,سوف ای ہاب یور رومن شربٹ ای انجبار 45 میگھز ای
CHILGHOZA,not specified,kernel,hot wet,['data not available'],['waj ul mafasil joint pain zof e bah sexual debility sailan ur rahem leucorrhoea falij hemiplegia laqwah facial paralysis sual bronchitis zeeq un nafas asthma'],['moharrik stimulant muqawwi e bah aphrodisiac muwallid e mani haematogenic musammin e badan adipogenous munaffis e balgham expectorant'],7 10 g,halwa e gajar khamira e ustukuuddus luboob e kabir luboob e sagheer majoon e azaraqi majoon e baladur majoon e aarad khurma and majoon e falasfa 47 maghz e tukhme kaddu,,چیلگوزا,مخصوص نہیں,نکھر,گرم مٹی,['دستیاب نہیں'],['waj ul mafasil مشترکہ درد zof e bah جنسی کمزوری sailan ur rahem لیوکرریا falij hemiplegia laqwah چہرے کی مفلوج sual bronchitis zeeq un nafas asthma'],['موہرک محرک موکاوی ای بی اے افروڈیسیک مووالید ای منی ہیموٹاجنک موسمین ای باڈی ایڈیپوجینس موونافیس ای بی اے اے بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای بی اے ای'],7 10 گرام,ہالوا ای گجر خمیر ای ustukuuddus لوبوب ای کبیر لوب ای sagheer majun ای آزرکی majun ای بالدور majun ای آرد خورما ای majun ای falasfa 47 maghz ای tukhme kaddu
